entry,name,size_bytes,instrs,decomp_ok,file
0x1001a758,FUN_1001a758,78,33,1,1001a758_FUN_1001a758
0x1001a7c0,FUN_1001a7c0,50,20,1,1001a7c0_FUN_1001a7c0
0x1001a7fc,FUN_1001a7fc,132,55,1,1001a7fc_FUN_1001a7fc
0x1001a900,FUN_1001a900,48,19,1,1001a900_FUN_1001a900
0x1001a934,FUN_1001a934,220,82,1,1001a934_FUN_1001a934
0x1001aa1c,FUN_1001aa1c,208,78,1,1001aa1c_FUN_1001aa1c
0x1001ab28,FUN_1001ab28,102,41,1,1001ab28_FUN_1001ab28
0x1001ab98,FUN_1001ab98,150,59,1,1001ab98_FUN_1001ab98
0x1001ac40,FUN_1001ac40,196,77,1,1001ac40_FUN_1001ac40
0x1001ad14,FUN_1001ad14,426,161,1,1001ad14_FUN_1001ad14
0x1001af18,FUN_1001af18,616,239,1,1001af18_FUN_1001af18
0x1001b21c,FUN_1001b21c,58,23,1,1001b21c_FUN_1001b21c
0x1001b260,FUN_1001b260,66,25,1,1001b260_FUN_1001b260
0x1001b2b8,FUN_1001b2b8,298,109,1,1001b2b8_FUN_1001b2b8
0x1001b5cc,FUN_1001b5cc,66,25,1,1001b5cc_FUN_1001b5cc
0x1001b8c8,FUN_1001b8c8,152,61,1,1001b8c8_FUN_1001b8c8
0x1001bbe0,FUN_1001bbe0,128,52,1,1001bbe0_FUN_1001bbe0
0x1001bc64,FUN_1001bc64,114,46,1,1001bc64_FUN_1001bc64
0x1001bd8c,FUN_1001bd8c,36,15,1,1001bd8c_FUN_1001bd8c
0x1001bdb8,FUN_1001bdb8,344,130,1,1001bdb8_FUN_1001bdb8
0x1001bf4c,FUN_1001bf4c,348,127,1,1001bf4c_FUN_1001bf4c
0x1001c0e8,FUN_1001c0e8,198,74,1,1001c0e8_FUN_1001c0e8
0x1001c1d0,FUN_1001c1d0,172,68,1,1001c1d0_FUN_1001c1d0
0x1001c2a0,FUN_1001c2a0,114,47,1,1001c2a0_FUN_1001c2a0
0x1001c6bc,FUN_1001c6bc,550,220,1,1001c6bc_FUN_1001c6bc
0x1001c9e8,FUN_1001c9e8,32,13,1,1001c9e8_FUN_1001c9e8
0x1001ca0c,FUN_1001ca0c,32,13,1,1001ca0c_FUN_1001ca0c
0x1001ca30,FUN_1001ca30,44,18,1,1001ca30_FUN_1001ca30
0x1001cad0,FUN_1001cad0,150,59,1,1001cad0_FUN_1001cad0
0x1001d1e4,FUN_1001d1e4,414,176,1,1001d1e4_FUN_1001d1e4
0x1001db58,FUN_1001db58,80,37,1,1001db58_FUN_1001db58
0x1001dbac,FUN_1001dbac,44,18,1,1001dbac_FUN_1001dbac
0x1001dca0,FUN_1001dca0,98,39,1,1001dca0_FUN_1001dca0
0x1001dcdc,FUN_1001dcdc,90,37,1,1001dcdc_FUN_1001dcdc
0x1001dd44,FUN_1001dd44,82,33,1,1001dd44_FUN_1001dd44
0x1001e5ec,FUN_1001e5ec,230,96,1,1001e5ec_FUN_1001e5ec
0x1001e6e4,FUN_1001e6e4,188,80,1,1001e6e4_FUN_1001e6e4
0x1001e8e8,FUN_1001e8e8,182,77,1,1001e8e8_FUN_1001e8e8
0x1001fccc,FUN_1001fccc,42,18,1,1001fccc_FUN_1001fccc
0x1001fd00,FUN_1001fd00,56,25,1,1001fd00_FUN_1001fd00
0x1001fd40,FUN_1001fd40,194,83,1,1001fd40_FUN_1001fd40
0x1001fe10,FUN_1001fe10,54,24,1,1001fe10_FUN_1001fe10
0x1001ff08,FUN_1001ff08,154,64,1,1001ff08_FUN_1001ff08
0x1001ffc8,FUN_1001ffc8,224,95,1,1001ffc8_FUN_1001ffc8
0x1002000c,FUN_1002000c,194,80,1,1002000c_FUN_1002000c
0x100200ec,FUN_100200ec,192,81,1,100200ec_FUN_100200ec
0x100201cc,FUN_100201cc,88,35,1,100201cc_FUN_100201cc
0x10020240,FUN_10020240,114,51,1,10020240_FUN_10020240
0x100202d0,FUN_100202d0,54,22,1,100202d0_FUN_100202d0
0x1002030c,FUN_1002030c,64,24,1,1002030c_FUN_1002030c
0x10020488,FUN_10020488,40,16,1,10020488_FUN_10020488
0x100204b8,FUN_100204b8,46,18,1,100204b8_FUN_100204b8
0x100204f0,FUN_100204f0,34,14,1,100204f0_FUN_100204f0
0x1002051c,FUN_1002051c,44,18,1,1002051c_FUN_1002051c
0x1002057c,FUN_1002057c,42,18,1,1002057c_FUN_1002057c
0x100205b0,FUN_100205b0,84,34,1,100205b0_FUN_100205b0
0x1002061c,FUN_1002061c,48,19,1,1002061c_FUN_1002061c
0x10020694,FUN_10020694,60,25,1,10020694_FUN_10020694
0x100206d8,FUN_100206d8,464,186,1,100206d8_FUN_100206d8
0x10020860,FUN_10020860,882,370,1,10020860_FUN_10020860
0x10020d34,FUN_10020d34,54,22,1,10020d34_FUN_10020d34
0x10020d70,FUN_10020d70,120,50,1,10020d70_FUN_10020d70
0x10020dac,FUN_10020dac,90,35,1,10020dac_FUN_10020dac
0x10020ebc,FUN_10020ebc,50,20,1,10020ebc_FUN_10020ebc
0x10020f44,FUN_10020f44,88,34,1,10020f44_FUN_10020f44
0x10021b6c,FUN_10021b6c,46,19,1,10021b6c_FUN_10021b6c
0x10021ba0,FUN_10021ba0,38,15,1,10021ba0_FUN_10021ba0
0x10021bd0,FUN_10021bd0,240,88,1,10021bd0_FUN_10021bd0
0x10021cec,FUN_10021cec,280,105,1,10021cec_FUN_10021cec
0x10021e38,FUN_10021e38,514,177,1,10021e38_FUN_10021e38
0x10022060,FUN_10022060,406,148,1,10022060_FUN_10022060
0x1002222c,FUN_1002222c,290,105,1,1002222c_FUN_1002222c
0x10022388,FUN_10022388,328,125,1,10022388_FUN_10022388
0x100224f0,FUN_100224f0,148,64,1,100224f0_FUN_100224f0
0x10022538,FUN_10022538,286,119,1,10022538_FUN_10022538
